Year,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness 10-19 years,thinness 5-9 years,Income composition of resources,Schooling,Status_Developed,Status_Developing,Life expectancy
2005,1.059622602,0.449389215,-1.135564176,-0.392051823,-0.088545053,-1.233403671,0.459974373,-1.106886609,1.169788795,-1.08798437,-0.317912761,-0.530488381,-0.222938951,3.193721315,3.162263705,-1.153273978,-1.309110286,-0.450544654,0.450544654,57.3
2004,1.075936683,0.465694351,-1.135564176,-0.385352356,-0.165666939,-1.253489092,0.471968166,-3.444716058,1.207609793,-3.395206444,-0.317912761,-0.516601394,0.192308437,3.237971033,3.205601169,-1.226013647,-1.649870067,-0.450544654,0.450544654,57
2003,1.092250764,0.465694351,-1.138087518,-0.387378954,-0.134818184,-1.273574512,0.483961958,-1.856756432,1.220216792,-1.828036734,-0.317912761,-0.518063743,-0.18627068,3.282220751,3.248938632,-1.264808137,-1.742804553,-0.450544654,0.450544654,56.7
2002,-1.289605059,0.47384692,-1.138087518,-0.384585804,0.02202729,-1.293659932,0.483961958,-2.07730638,0.774769493,-2.045699193,-0.317912761,-0.51884336,0.155083229,3.326470469,-0.586426886,-1.419986097,-1.835739038,-0.450544654,0.450544654,56.2
2001,1.263548615,0.47384692,-1.138087518,-0.387626714,0.605180251,-1.313745352,0.483961958,-2.12141637,0.791578825,-2.176296669,-0.317912761,-0.523883077,-0.175801047,-0.611754435,-0.543089422,-1.424835408,-1.928673524,-0.450544654,0.450544654,55.3
2000,1.304333817,0.47384692,-1.138087518,-0.38769886,0.397973256,-1.333830773,0.483961958,-2.606626256,0.959672145,-2.568089097,-0.317912761,-0.524093479,-0.222313187,-0.567504717,-0.521420691,-1.434534031,-2.052586172,-0.450544654,0.450544654,54.8
2015,-0.710455184,-0.243579088,0.020126384,-0.216905293,-0.208966697,0.965949846,-0.247659396,0.701622965,0.035158884,0.6968478,-0.317912761,-0.249024193,-0.226922849,-0.810878166,-0.781445471,0.62157394,0.642513914,-0.450544654,0.450544654,77.8
2014,-1.248819857,-0.243579088,-0.002583693,-0.186184229,-0.208966697,0.925779006,-0.2416625,0.657512975,-0.015269112,0.653315308,-0.317912761,-0.204498089,-0.222397451,-0.810878166,-0.781445471,0.616724629,0.642513914,-0.450544654,0.450544654,77.5
2013,-0.628884779,-0.243579088,0.060499853,-0.185159174,-0.208966697,0.890629521,-0.2416625,0.701622965,-0.107720438,0.6968478,-0.317912761,-0.216034851,-0.222385652,-0.788753307,-0.75977674,0.607026006,0.642513914,-0.450544654,0.450544654,77.2
2012,-0.612570698,-0.243579088,0.156386843,-0.194038998,-0.208130435,0.855480035,-0.2416625,0.701622965,-0.137136769,0.6968478,-0.317912761,-0.228006326,-0.227374134,-0.788753307,-0.75977674,0.573080828,0.642513914,-0.450544654,0.450544654,76.9
2011,-0.596256617,-0.243579088,0.214423705,-0.182179684,-0.206364994,0.82033055,-0.2416625,0.701622965,-0.086708773,0.6968478,-0.317912761,-0.214426163,-0.222288145,-0.766628448,-0.738108008,0.50519047,0.363710457,-0.450544654,0.450544654,76.6
2010,-0.571785496,-0.235426519,0.191713628,-0.372573948,-0.208037517,0.780159709,-0.2416625,0.701622965,-0.242195095,0.6968478,-0.317912761,-0.496885137,-0.222355563,-0.766628448,-0.738108008,0.442149424,0.115885162,-0.450544654,0.450544654,76.2
2009,-0.571785496,-0.235426519,0.320404062,-0.225055628,-0.208966697,0.739988869,-0.2416625,0.657512975,-0.053090109,0.653315308,-0.317912761,-0.237568521,-0.176478775,-0.744503589,-0.716439276,0.422752179,0.022950676,-0.450544654,0.450544654,76.1
2008,-1.30591914,-0.235426519,0.274983909,-0.375079218,-0.208966697,0.694796673,-0.2416625,0.701622965,-0.019471445,0.6968478,-0.317912761,-0.500955597,-0.17613429,-0.72237873,-0.716439276,0.383957689,-0.039005648,-0.450544654,0.450544654,75.3
2007,-1.240662816,-0.235426519,0.267413883,-0.377186987,-0.206922502,0.649604477,-0.2416625,0.701622965,0.077182214,0.653315308,-0.317912761,-0.506285726,-0.226908161,-0.72237873,-0.694770544,0.335464576,-0.162918296,-0.450544654,0.450544654,75.9
2006,-0.506529172,-0.235426519,0.199283654,-0.39113005,-0.202648277,-1.655197497,-0.2416625,0.613402985,-0.023673778,0.609782816,-0.317912761,-0.529783801,-0.175347117,-0.700253871,-0.673101813,0.301519397,-0.224874619,-0.450544654,0.450544654,74.2
2005,-1.191720573,-0.235426519,0.161433526,-0.379717664,-0.208409189,0.559220086,-0.2416625,0.613402985,0.08558688,0.653315308,-0.317912761,-0.512302951,-0.222004621,-0.678129012,-0.673101813,0.248176974,-0.410743591,-0.450544654,0.450544654,73.5
2004,-1.175406492,-0.235426519,0.004986333,-0.28585489,-0.208316271,0.509006536,-0.2416625,0.657512975,0.194847538,0.609782816,-0.317912761,-0.359178885,-0.221735716,-0.678129012,-0.651433081,0.228779729,-0.379765429,-0.450544654,0.450544654,73
2003,-1.167249452,-0.235426519,-0.058097213,-0.385630201,-0.208223353,0.458792985,-0.2416625,0.613402985,0.148621875,0.609782816,-0.317912761,-0.518711859,-0.221515103,-0.656004153,-0.629764349,0.19483455,-0.441721753,-0.450544654,0.450544654,72.8
2002,-1.191720573,-0.235426519,-0.199404356,-0.342372986,-0.20748001,0.408579434,-0.2416625,0.657512975,0.161228874,0.653315308,-0.317912761,-0.428163164,-0.227364215,-0.633879294,-0.608095617,0.175437305,-0.441721753,-0.450544654,0.450544654,73.3
2001,-1.199877614,-0.235426519,-0.068190581,-0.346376718,-0.207294174,0.363387239,-0.2416625,0.613402985,0.035158884,0.609782816,-0.317912761,-0.43723761,-0.22679581,-0.611754435,-0.608095617,0.136642815,-0.472699915,-0.450544654,0.450544654,73.6
2000,-1.224348735,-0.235426519,-0.217067749,-0.348541577,-0.147455024,0.313173688,-0.2416625,0.613402985,0.144419542,0.609782816,-0.317912761,-0.448068283,-0.226747883,-0.611754435,-0.586426886,0.107546947,-0.441721753,-0.450544654,0.450544654,72.6
2015,-1.159092411,-0.072375154,-0.677577633,-0.39272076,-0.203112867,1.041270172,-0.103733884,0.525183006,0.34403036,0.522717832,-0.317912761,-0.23623415,0.466444274,0.251115066,0.193647457,0.529437026,0.704470238,-0.450544654,0.450544654,75.6
2014,-1.224348735,-0.072375154,-1.138087518,-0.366593619,-0.208966697,0.986035267,-0.103733884,0.525183006,0.543641178,0.522717832,-0.317912761,-0.493052971,0.453249336,0.251115066,0.193647457,0.519738404,0.704470238,-0.450544654,0.450544654,75.4
2013,-0.400487646,-0.072375154,-1.006873742,-0.130448544,-0.206643748,0.925779006,-0.103733884,0.525183006,0.505820181,0.522717832,-0.317912761,-0.140302326,0.439766629,0.228990207,0.193647457,0.500341159,0.704470238,-0.450544654,0.450544654,75.3
2012,-0.392330605,-0.072375154,-0.974070299,-0.124920656,-0.207294174,0.8705441,-0.103733884,0.525183006,0.093991546,0.522717832,-0.317912761,-0.13364286,0.426319353,0.228990207,0.193647457,0.476094602,0.704470238,-0.450544654,0.450544654,75.1
2011,-0.367859484,-0.072375154,-0.999303717,-0.147524854,-0.198559888,0.815309195,-0.103733884,0.525183006,-0.26320676,0.522717832,-0.317912761,-0.143140259,0.413331959,0.228990207,0.193647457,0.437300112,0.58055759,-0.450544654,0.450544654,74.9
2010,-0.343388362,-0.072375154,-1.027060477,-0.185235956,-0.199396149,0.760074289,-0.103733884,0.525183006,-0.334646421,0.522717832,-0.317912761,-0.21254808,0.401116685,0.228990207,0.193647457,0.388807,0.456644943,-0.450544654,0.450544654,74.7
2009,-0.3107602,-0.080527722,-1.014443768,-0.223125048,-0.199024478,0.704839383,-0.10973078,0.481073017,-0.233790429,0.522717832,-0.317912761,-0.255141905,-0.165705553,0.251115066,0.215316189,0.345163199,0.301754133,-0.450544654,0.450544654,74.4
2008,-0.286289079,-0.080527722,-1.024537135,-0.371964854,-0.188803505,0.654625833,-0.10973078,0.392853037,-0.721261057,0.435652848,-0.317912761,-0.496820947,-0.166747292,0.251115066,0.215316189,0.306368709,0.146863323,-0.450544654,0.450544654,74.1
2007,-0.261817957,-0.080527722,-1.029583819,-0.23841467,-0.208966697,-1.655197497,-0.10973078,0.525183006,-0.880949711,0.522717832,-0.317912761,-0.250388518,-0.226827082,0.251115066,0.215316189,0.27242353,0.053928838,-0.450544654,0.450544654,73.8
2006,-0.237346836,-0.080527722,-1.049770554,-0.262540949,-0.121252166,0.554198731,-0.10973078,0.525183006,-1.07425703,0.522717832,-0.317912761,-0.284099273,0.36039936,0.273239925,0.23698492,0.253026285,0.053928838,-0.450544654,0.450544654,73.4
2005,-0.204718674,-0.088680291,-1.014443768,-0.391492896,0.00493039,0.509006536,-0.115727677,0.216413079,-1.124685026,0.217990388,-0.317912761,-0.530070852,0.351881154,0.273239925,0.23698492,0.223930417,-0.039005648,-0.450544654,0.450544654,72.9
2004,-1.199877614,-0.088680291,-1.027060477,-0.286552949,0.096640392,0.458792985,-0.10973078,0.1281931,-0.998615036,0.130925404,-0.317912761,-0.346112388,-0.170289059,0.295364785,0.258653652,0.189985239,-0.131940134,-0.450544654,0.450544654,72.3
2003,-0.123148269,-0.080527722,-1.054817237,-0.380668865,1.219553639,0.413600789,-0.10973078,0.172303089,-0.973401038,0.174457896,-0.317912761,-0.511214569,-0.17097963,0.317489644,0.258653652,0.141492126,-0.193896457,-0.450544654,0.450544654,71.7
2002,-0.131305309,-0.080527722,-1.049770554,-0.32117973,0.335718239,0.368408594,-0.10973078,0.1281931,-0.918770709,0.130925404,-0.317912761,-0.405189027,-0.171744789,0.317489644,0.280322384,0.092999014,-0.317809105,-0.450544654,0.450544654,71.6
2001,-0.131305309,-0.080527722,-1.082573997,-0.321433072,0.040610877,0.328237753,-0.103733884,0.260523069,-0.872545045,0.26152288,-0.317912761,-0.408160516,0.322361345,0.339614503,0.301991116,0.049355212,-0.379765429,-0.450544654,0.450544654,71.4
2000,-0.131305309,-0.072375154,-1.077527314,-0.318316412,-0.208966697,0.283045558,-0.097736988,0.1281931,-1.019626701,0.130925404,-0.317912761,-0.40641826,-0.173157535,0.361739362,0.323659847,0.010560722,-0.441721753,-0.450544654,0.450544654,71.3
2015,1.418532384,0.294490418,-0.058097213,-0.39272076,-0.19800238,-0.776460361,0.340036446,-3.356496079,-1.057447698,-0.826789419,0.023067351,-0.267538107,-0.17894271,0.759986824,0.713697019,-0.498616959,-0.224874619,-0.450544654,0.450544654,52.4
2014,1.52457391,0.302642986,0.961332887,-0.381176072,0.878080227,-0.806588491,0.358027135,-0.665786713,-1.095268695,-0.826789419,0.042010691,-0.497963057,-0.180569316,0.804236542,0.73536575,-0.518014204,-0.224874619,-0.450544654,0.450544654,51.7
2013,1.581673194,0.318948123,0.903296025,-0.375398836,0.582972865,-0.836716621,0.38201472,-0.709896703,-0.696047059,-0.260867023,0.098840709,-0.497583039,-0.182181357,0.826361401,0.778703214,-0.537411449,-0.224874619,-0.450544654,0.450544654,51.1
2012,1.606144315,0.343405827,0.938622811,-0.269341698,0.205261458,-0.866844752,0.411999202,-0.357016786,-1.099471028,-0.347932007,0.155670728,-0.202887204,-0.222907331,0.870611119,0.800371946,-0.610151118,-0.5656344,-0.450544654,0.450544654,56
2011,1.630615437,0.367863532,0.893202658,-0.277160541,-0.074328609,-0.891951527,0.441983684,-0.445236765,-1.065852364,-0.522061975,0.136727388,-0.224315887,0.194041496,0.892735978,0.843709409,-0.673192164,-0.844437857,-0.450544654,0.450544654,51
2010,1.663243599,0.392321237,0.82759577,-0.30039753,-0.098394354,-1.825923569,0.477965062,-0.092356848,-1.061650031,-0.260867023,0.136727388,-0.279448701,0.179259107,0.936985696,0.887046873,-0.707137343,-0.968350505,-0.450544654,0.450544654,49.6
2009,1.695871761,0.416778942,0.628251765,-0.290151758,0.051853947,-0.952207788,0.51394644,-0.886336661,-0.649821396,-3.351673952,0.136727388,-0.292464757,0.164996187,0.981235414,0.930384336,-0.745931833,-1.123241315,-0.450544654,0.450544654,49.1
2008,1.712185841,0.441236647,0.643391816,-0.272334294,-0.184343444,-0.977314563,0.549927818,-0.798116682,-0.872545045,-0.609126959,0.155670728,-0.255159983,-0.189558194,1.025485132,0.973721799,-0.804123568,-1.247153962,-0.450544654,0.450544654,48.7
2007,1.744814003,0.465694351,0.461711204,-0.303688825,-0.11474791,-1.002421338,0.5799123,-0.357016786,-1.065852364,-0.434996991,0.155670728,-0.326063917,-0.175257667,1.047609991,1.017059263,-0.872013926,-1.37106661,-0.450544654,0.450544654,48.2
2006,1.793756246,0.490152056,0.333020771,-0.380635932,-0.137884476,-1.032549469,0.609896782,-2.07730638,-0.578381735,-2.132764177,0.136727388,-0.51350131,-0.188053615,1.091859709,1.038727995,-0.944753594,-1.525957419,-0.450544654,0.450544654,47.7
2005,1.801913287,0.506457193,0.131153424,-0.345420082,-0.184993869,-1.057656244,0.639881263,-1.944976412,-0.763284387,-1.958634209,0.155670728,-0.42885454,0.112840407,-0.855127884,1.082065458,-1.007794641,-1.649870067,-0.450544654,0.450544654,47.4
2004,1.834541449,0.522762329,-0.249871193,-0.388449466,-0.206272076,-1.082763019,0.663868849,-3.488826048,-0.506942074,-3.438738936,0.136727388,-0.522137134,0.100887826,-0.810878166,-0.824782935,-1.061137064,-1.773782714,-0.450544654,0.450544654,47.1
2003,1.85085553,0.530914897,-0.25996456,-0.375410918,-0.097836846,-1.10284844,0.681859538,-3.488826048,-0.633012064,-3.438738936,0.117784049,-0.476460227,-0.195693893,-0.766628448,-0.781445471,-1.104780866,-1.928673524,-0.450544654,0.450544654,46.8
2002,1.875326651,0.539067466,-0.429028463,-0.381141229,0.900938039,-1.127955215,0.69385333,-2.033196391,-0.960794039,-1.828036734,0.098840709,-0.481352201,0.078385055,-0.744503589,-0.738108008,-1.129027422,-2.052586172,-0.450544654,0.450544654,46.5
2001,-0.955166399,0.547220034,-0.489588667,-0.378095805,0.631568945,-1.15306199,0.705847123,-1.856756432,-0.225385763,-1.958634209,0.06095403,-0.494606313,0.068128239,-0.700253871,-0.694770544,-1.177520534,-2.176498819,-0.450544654,0.450544654,45.7
2000,-0.922538237,0.547220034,-0.67379262,-0.385070345,-0.002781798,-1.173147411,0.71184402,-3.532936037,-1.313790011,-2.393959129,0.042010691,-0.492519603,-0.198799306,-0.656004153,-0.651433081,-1.221164336,-2.331389629,-0.450544654,0.450544654,45.3
2015,-1.208034654,-0.243579088,0.172788564,-0.39272076,-0.208966697,0.448750275,-0.247659396,0.1281931,-0.735969223,0.6968478,-0.298969422,0.439620206,-0.225860105,-0.346256127,-0.348070837,0.728258788,0.549579428,-0.450544654,0.450544654,76.4
2014,-0.245503876,-0.243579088,1.019369749,0.77448404,-0.208966697,0.413600789,-0.247659396,0.569292996,-0.158148434,0.6968478,-0.298969422,0.391001986,-0.225872374,-0.346256127,-0.348070837,0.718560165,0.549579428,-0.450544654,0.450544654,76.2
2013,-0.229189795,-0.243579088,1.024416433,0.5665889,-0.208966697,0.383472659,-0.247659396,0.657512975,-0.246397428,0.6968478,-0.298969422,0.343474462,-0.225885234,-0.346256127,-0.348070837,0.713710854,0.549579428,-0.450544654,0.450544654,76.1
2012,-0.221032755,-0.243579088,0.92348276,0.64597592,-0.208966697,0.348323174,-0.247659396,0.613402985,-0.22118343,0.653315308,-0.298969422,0.367873055,-0.225899557,-0.346256127,-0.348070837,0.69916292,0.518601266,-0.450544654,0.450544654,75.9
2011,-0.204718674,-0.243579088,0.837689137,0.479612116,-0.208966697,0.318195043,-0.247659396,0.701622965,-0.111922771,0.6968478,-0.317912761,0.322304169,-0.225916002,-0.346256127,-0.348070837,0.718560165,0.611535752,-0.450544654,0.450544654,75.7
2010,-0.188404593,-0.243579088,0.837689137,0.562988805,-0.208966697,0.283045558,-0.247659396,0.701622965,-0.120327437,0.653315308,-0.317912761,0.336454715,-0.225933997,-0.346256127,-0.348070837,0.723409476,0.611535752,-0.450544654,0.450544654,75.6
2009,-1.199877614,-0.243579088,0.832642454,-0.320771834,-0.208966697,0.252917427,-0.247659396,0.657512975,-0.443907079,0.6968478,-0.317912761,-0.438276837,-0.225954201,-0.324131268,-0.348070837,0.747656033,0.642513914,-0.450544654,0.450544654,75.4
2008,-0.155776431,-0.243579088,0.946192836,-0.305637414,-0.208966697,0.222789297,-0.247659396,0.701622965,-0.51534674,0.6968478,-0.317912761,-0.426753566,-0.225976529,-0.324131268,-0.348070837,0.73795741,0.704470238,-0.450544654,0.450544654,75.2
2007,-0.13946235,-0.243579088,1.039556484,-0.268453405,-0.208966697,0.192661167,-0.247659396,0.657512975,-0.691844726,0.6968478,-0.317912761,0.488717187,-0.225998021,-0.324131268,-0.348070837,0.713710854,0.7354484,-0.450544654,0.450544654,75
2006,-0.131305309,-0.243579088,1.112733397,-0.288517883,-0.208966697,0.162533036,-0.247659396,0.701622965,-0.662428395,0.6968478,-0.317912761,0.379260175,-0.226017529,-0.324131268,-0.326402105,0.674916364,0.797404723,-0.450544654,0.450544654,74.8
2005,-0.114991228,-0.243579088,0.915912734,0.308473223,-0.208966697,0.132404906,-0.247659396,0.657512975,-0.633012064,0.6968478,-0.317912761,0.282371903,-0.226035384,-0.302006409,-0.326402105,-3.073601234,-3.756385076,-0.450544654,0.450544654,74.6
2004,-0.098677147,-0.243579088,0.696381995,-0.381707244,-0.208966697,-1.705411047,-0.247659396,0.613402985,-0.717058724,0.609782816,-0.317912761,-0.435384743,-0.226051534,-0.302006409,-0.326402105,-3.073601234,-3.756385076,-0.450544654,0.450544654,74.4
2003,-0.082363066,-0.243579088,0.666101893,0.165141169,-0.208966697,-1.740560533,-0.247659396,0.701622965,-0.582584068,0.6968478,-0.317912761,0.16544922,-0.226066605,-0.302006409,-0.304733373,-3.073601234,-3.756385076,-0.450544654,0.450544654,74.2
2002,-0.066048985,-0.243579088,0.678718602,0.054029007,-0.208966697,0.03699916,-0.247659396,0.436963027,-0.633012064,0.653315308,-0.317912761,0.140152899,-0.226081919,-0.27988155,-0.304733373,-3.073601234,-3.756385076,-0.450544654,0.450544654,74
2001,-0.057891945,-0.243579088,0.754418857,-0.313830764,-0.208966697,0.006871029,-0.247659396,0.701622965,-0.603595733,0.609782816,-0.317912761,0.138106731,-0.226098974,-0.27988155,-0.304733373,-3.073601234,-3.756385076,-0.450544654,0.450544654,73.8
2000,-0.041577864,-0.243579088,0.693858653,0.15053459,-0.208966697,-0.028278456,-0.247659396,0.569292996,-0.750677388,0.522717832,-0.317912761,0.175144545,-0.226119161,-0.257756691,-0.283064641,-3.073601234,-3.756385076,-0.450544654,0.450544654,73.6
2015,-0.367859484,-0.178358541,0.777128933,-0.39272076,-0.208966697,1.20697489,-0.193687329,0.436963027,-0.612000399,0.47918534,-0.317912761,0.432468466,0.528158137,-0.855127884,-0.868120398,0.93192986,1.602836933,-0.450544654,0.450544654,76.3
2014,-0.351545403,-0.178358541,0.860399214,0.01547423,-0.208873779,1.176846759,-0.193687329,0.392853037,-0.47332341,0.47918534,-0.317912761,0.344935341,0.520566238,-0.855127884,-0.868120398,0.927080549,1.602836933,-0.450544654,0.450544654,76.2
2013,-0.343388362,-0.178358541,0.948716178,0.089863473,-0.208966697,1.146718629,-0.187690433,0.701622965,-0.38927675,0.47918534,-0.317912761,0.397330542,0.512881409,-0.855127884,-0.868120398,0.917381926,1.602836933,-0.450544654,0.450544654,76
2012,-1.216191695,-0.170205973,0.966379571,0.153335561,-0.208780861,1.116590498,-0.187690433,0.701622965,-0.301027757,0.348587864,-0.317912761,0.396838726,-0.152650741,-0.855127884,-0.868120398,0.912532615,1.571858771,-0.450544654,0.450544654,75.9
2011,-1.216191695,-0.170205973,0.905819367,0.331943182,-0.208687943,-1.625069366,-0.187690433,0.436963027,-0.011066779,0.348587864,-0.317912761,0.379445708,0.497514083,-0.855127884,-0.868120398,0.883436748,1.540880609,-0.450544654,0.450544654,75.7
2010,-0.327074281,-0.162053405,0.915912734,-0.302345016,-0.207387092,1.056334238,-0.181693536,0.525183006,0.266287199,0.47918534,-0.317912761,-0.440870299,0.489978917,-0.855127884,-0.868120398,0.81554639,1.447946123,-0.450544654,0.450544654,75.5
2009,-0.286289079,-0.162053405,0.961332887,0.280742802,-0.208687943,1.026206107,-0.181693536,0.613402985,0.720139164,0.47918534,-0.317912761,0.052370497,-0.219072974,-0.855127884,-0.868120398,0.7767519,1.355011638,-0.450544654,0.450544654,75.6
2008,-0.286289079,-0.162053405,0.981519622,0.288302324,-0.208966697,0.996077977,-0.181693536,0.481073017,0.312512862,0.435652848,-0.317912761,0.109107701,-0.151160206,-0.855127884,-0.868120398,0.767053278,1.293055314,-0.450544654,0.450544654,75.4
2007,-0.261817957,-0.162053405,0.918436076,0.139896098,-0.208966697,0.965949846,-0.17569664,0.392853037,0.241073201,0.348587864,-0.317912761,-0.016958119,-0.157863091,-0.833003025,-0.868120398,0.747656033,1.293055314,-0.450544654,0.450544654,74.8
2006,-0.278132038,-0.153900837,0.814979061,0.070296598,-0.208966697,0.940843071,-0.17569664,0.392853037,0.320917528,0.348587864,-0.317912761,-0.111152882,-0.158582429,-0.833003025,-0.868120398,0.718560165,1.23109899,-0.450544654,0.450544654,75.2
2005,-0.278132038,-0.153900837,0.759465541,-0.346395523,-0.208966697,0.910714941,-0.17569664,0.525183006,0.392357189,0.653315308,-0.317912761,-0.490973144,0.453809266,-0.833003025,-0.846451667,0.708861543,1.293055314,-0.450544654,0.450544654,74.9
2004,-1.208034654,-0.153900837,0.784698959,-0.046188375,-0.208966697,0.88058681,-0.17569664,0.348743048,0.388154856,0.653315308,-0.317912761,-0.227722639,0.446555988,-0.833003025,-0.846451667,0.684614986,1.293055314,-0.450544654,0.450544654,74.7
2003,-0.196561633,-0.153900837,0.782175617,-0.364981135,-0.208966697,0.85045868,-0.169699744,0.525183006,0.968076811,0.566250324,-0.317912761,-0.508413345,-0.16061001,-0.810878166,-0.846451667,0.66036843,1.324033476,-0.450544654,0.450544654,74.1
2002,-0.188404593,-0.145748268,0.830119112,-0.166222834,-0.208966697,0.82033055,-0.169699744,0.481073017,1.005897808,0.435652848,-0.317912761,-0.347530059,-0.161487833,-0.810878166,-0.846451667,0.689464298,1.293055314,-0.450544654,0.450544654,74.1
2001,-0.188404593,-0.145748268,0.817502403,-0.333463137,-0.208966697,0.795223774,-0.169699744,0.08408311,1.45554744,0.000327928,-0.317912761,-0.48088562,-0.162214881,-0.810878166,-0.824782935,0.665217741,1.076208181,-0.450544654,0.450544654,74
2000,-0.196561633,-0.145748268,0.797315668,0.257130223,-0.208409189,0.765095644,-0.163702847,0.216413079,1.384107779,0.000327928,-0.317912761,0.017117337,-0.162035755,-0.810878166,-0.824782935,0.631272563,0.890339209,-0.450544654,0.450544654,74.1
2015,-0.351545403,-0.235426519,0.321665733,-0.39272076,-0.205900405,0.81028784,-0.2416625,0.569292996,0.390256023,0.47918534,-0.317912761,-0.505818789,-0.222349054,-0.611754435,-0.586426886,0.519738404,0.177841485,-0.450544654,0.450544654,74.8
2014,-1.216191695,-0.235426519,-0.153984203,-0.250320454,-0.207758763,0.770116999,-0.2416625,0.525183006,-0.603595733,0.435652848,-0.317912761,-0.24612393,-0.226909815,-0.611754435,-0.608095617,0.510039781,0.177841485,-0.450544654,0.450544654,74.6
2013,-0.3107602,-0.235426519,-0.184264305,-0.258114489,-0.208037517,0.729946158,-0.2416625,0.569292996,-0.574179402,0.522717832,-0.317912761,-0.25695007,-0.222389707,-0.611754435,-0.608095617,0.495491847,0.177841485,-0.450544654,0.450544654,74.4
2012,-0.327074281,-0.235426519,-0.159030887,-0.260656222,-0.208966697,0.694796673,-0.2416625,0.569292996,-0.603595733,0.522717832,-0.317912761,-0.26832224,-0.177272283,-0.633879294,-0.608095617,0.476094602,0.177841485,-0.450544654,0.450544654,74.4
2011,-0.269974998,-0.235426519,-0.10856405,-0.266993869,-0.208966697,0.659647188,-0.2416625,0.569292996,-0.927175375,0.522717832,-0.317912761,-0.279631858,-0.177382633,-0.633879294,-0.608095617,0.461546669,0.177841485,-0.450544654,0.450544654,73.9
2010,-0.237346836,-0.235426519,-0.073237264,-0.284660997,-0.208780861,0.624497702,-0.2416625,0.569292996,-0.569977069,0.47918534,-0.317912761,-0.301739347,-0.177352527,-0.633879294,-0.608095617,0.417902867,0.053928838,-0.450544654,0.450544654,73.5
2009,-0.196561633,-0.235426519,-0.141367494,-0.295805879,-0.208966697,-1.660218852,-0.2416625,0.481073017,-0.574179402,0.435652848,-0.317912761,-0.317825783,-0.177156347,-0.633879294,-0.608095617,0.442149424,-0.06998381,-0.450544654,0.450544654,73.3
